fractal_dimension_worst,count
34.85,1
18.47,1
24.99,1
27.84,1
15.92,1
29.16,1
23.22,1
20.24,1
24.64,1
41.85,1
32.68,1
28.36,1
30.12,1
32.06,1
24.7,1
22.0,1
39.34,1
30.37,1
perimeter_worst,count
117.7,3
105.9,3
101.7,3
184.6,2
106.4,2
79.93,2
92.04,2
145.4,2
127.1,2
89.0,2
85.56,2
108.6,2
101.2,2
123.5,2
104.5,2
106.0,2
95.29,2
84.53,2
170.3,2
135.1,2
100.9,2
87.36,2
113.1,2
102.3,2
171.1,2
78.27,2
76.51,2
84.48,2
158.8,2
115.9,2
108.1,2
159.8,2
114.2,2
104.4,2
115.0,2
113.7,2
152.1,2
79.73,2
113.8,2
129.3,2
85.07,2
102.8,2
129.0,2
133.5,2
119.4,2
177.0,2
87.22,2
160.5,2
152.4,2
152.2,2
112.0,2
102.5,2
69.57,1
199.5,1
195.0,1
76.43,1
166.8,1
93.85,1
97.11,1
97.96,1
91.76,1
99.16,1
161.2,1
160.0,1
67.88,1
66.5,1
93.76,1
117.2,1
87.82,1
92.94,1
86.82,1
75.79,1
65.27,1
96.74,1
94.22,1
89.02,1
84.93,1
95.23,1
88.84,1
96.59,1
138.1,1
91.63,1
82.76,1
84.11,1
89.69,1
96.31,1
87.64,1
149.6,1
86.0,1
80.79,1
90.72,1
97.33,1
77.8,1
96.42,1
88.1,1
88.33,1
172.0,1
142.1,1
64.01,1
73.23,1
142.0,1
99.66,1
62.86,1
87.65,1
102.2,1
82.28,1
121.2,1
79.62,1
92.8,1
71.53,1
81.76,1
128.7,1
68.62,1
140.9,1
81.6,1
179.1,1
166.1,1
56.65,1
155.0,1
81.23,1
103.7,1
80.92,1
93.96,1
95.48,1
60.9,1
92.0,1
81.39,1
82.69,1
70.76,1
88.13,1
126.7,1
70.1,1
105.8,1
85.1,1
150.2,1
91.11,1
66.61,1
88.7,1
229.3,1
83.61,1
83.09,1
79.67,1
86.54,1
70.89,1
84.16,1
157.6,1
79.76,1
71.25,1
111.4,1
202.4,1
71.98,1
161.1,1
87.38,1
143.2,1
82.08,1
76.91,1
99.21,1
124.3,1
100.2,1
129.8,1
82.74,1
75.19,1
98.4,1
74.08,1
69.1,1
110.2,1
85.08,1
163.2,1
146.4,1
92.82,1
104.3,1
103.9,1
86.12,1
57.17,1
83.24,1
143.4,1
92.74,1
127.3,1
86.57,1
153.9,1
97.82,1
112.5,1
54.49,1
95.78,1
78.78,1
94.94,1
88.83,1
122.1,1
82.04,1
112.1,1
113.5,1
93.22,1
109.7,1
86.67,1
211.5,1
205.7,1
101.6,1
87.0,1
88.52,1
86.92,1
94.52,1
101.9,1
63.3,1
160.2,1
74.32,1
99.43,1
76.38,1
67.84,1
69.05,1
93.63,1
99.31,1
142.2,1
79.15,1
108.5,1
113.3,1
81.25,1
109.8,1
76.08,1
85.13,1
69.47,1
80.78,1
87.24,1
83.9,1
70.88,1
71.08,1
95.14,1
94.17,1
113.9,1
145.3,1
146.0,1
89.61,1
125.4,1
88.87,1
74.35,1
83.69,1
81.41,1
69.92,1
71.79,1
101.4,1
81.93,1
114.1,1
86.43,1
79.26,1
88.12,1
157.1,1
68.73,1
85.09,1
152.0,1
110.1,1
71.12,1
96.53,1
90.14,1
91.29,1
88.14,1
143.6,1
71.11,1
107.4,1
95.1,1
82.68,1
100.4,1
251.2,1
68.03,1
92.48,1
91.06,1
86.04,1
132.8,1
99.17,1
96.69,1
91.62,1
103.1,1
139.8,1
83.51,1
97.58,1
168.2,1
133.3,1
69.35,1
97.9,1
72.42,1
97.66,1
88.54,1
102.9,1
85.51,1
74.22,1
72.22,1
84.58,1
50.41,1
109.5,1
82.96,1
68.81,1
82.14,1
156.1,1
97.59,1
107.5,1
109.4,1
151.6,1
91.46,1
152.9,1
108.4,1
87.78,1
141.3,1
211.7,1
96.66,1
91.88,1
150.1,1
91.36,1
128.8,1
89.71,1
206.8,1
83.99,1
71.68,1
107.0,1
77.79,1
97.17,1
82.66,1
66.53,1
76.53,1
121.4,1
86.16,1
145.6,1
114.3,1
129.7,1
124.9,1
91.38,1
148.7,1
148.2,1
113.2,1
100.3,1
91.99,1
180.9,1
83.74,1
129.2,1
130.3,1
63.34,1
87.54,1
64.48,1
72.62,1
110.3,1
62.56,1
91.93,1
136.8,1
161.4,1
136.1,1
134.9,1
149.3,1
139.9,1
122.4,1
188.0,1
125.1,1
65.13,1
96.09,1
99.7,1
186.8,1
123.4,1
165.9,1
124.1,1
108.8,1
151.7,1
136.5,1
123.8,1
97.65,1
106.2,1
110.6,1
153.2,1
103.4,1
98.87,1
152.5,1
132.7,1
116.2,1
84.46,1
95.54,1
85.67,1
65.5,1
78.0,1
67.03,1
114.6,1
111.8,1
65.59,1
119.1,1
62.06,1
69.86,1
59.9,1
90.24,1
115.7,1
170.1,1
81.81,1
83.67,1
96.08,1
82.98,1
99.0,1
89.88,1
57.26,1
150.6,1
105.5,1
177.4,1
107.3,1
86.26,1
107.1,1
84.35,1
161.7,1
165.3,1
80.88,1
77.98,1
105.0,1
88.28,1
73.68,1
144.9,1
98.0,1
87.16,1
83.85,1
94.11,1
141.2,1
206.0,1
99.71,1
98.27,1
65.74,1
162.7,1
78.44,1
79.82,1
105.3,1
90.67,1
73.47,1
110.4,1
98.84,1
125.9,1
71.94,1
83.12,1
130.9,1
163.1,1
178.6,1
88.81,1
109.1,1
79.29,1
87.4,1
92.2,1
92.12,1
126.9,1
84.7,1
98.37,1
98.91,1
77.37,1
79.46,1
68.09,1
195.9,1
94.44,1
89.27,1
78.28,1
214.0,1
140.5,1
137.9,1
128.2,1
162.3,1
126.3,1
143.7,1
119.8,1
101.1,1
180.2,1
97.19,1
184.2,1
88.18,1
73.07,1
58.36,1
73.2,1
72.01,1
125.0,1
116.6,1
86.97,1
104.6,1
155.3,1
130.7,1
73.66,1
174.9,1
75.4,1
146.6,1
88.91,1
78.07,1
84.08,1
120.3,1
132.9,1
86.6,1
97.67,1
76.25,1
71.04,1
58.08,1
90.82,1
86.7,1
220.8,1
176.5,1
79.12,1
86.2,1
120.4,1
188.5,1
85.22,1
158.3,1
99.48,1
130.0,1
67.08,1
96.05,1
128.5,1
139.5,1
92.15,1
117.9,1
166.4,1
129.1,1
111.6,1
90.81,1
118.6,1
62.25,1
89.04,1
86.65,1
79.57,1
84.42,1
139.2,1
75.39,1
59.16,1
area_worst,count
472.4,2
1210.0,2
826.4,2
402.8,2
1750.0,2
706.0,2
830.5,2
546.7,2
698.8,2
1269.0,2
458.0,2
749.9,2
708.8,2
1437.0,2
624.1,2
284.4,2
725.9,2
547.4,2
733.5,2
808.9,2
1603.0,2
439.6,2
1623.0,2
489.5,2
1261.0,2
2019.0,1
657.0,1
508.1,1
351.9,1
476.1,1
447.1,1
680.6,1
1535.0,1
861.5,1
670.6,1
1946.0,1
600.5,1
819.1,1
1165.0,1
2227.0,1
3143.0,1
624.6,1
1671.0,1
1780.0,1
488.4,1
450.0,1
623.7,1
521.3,1
580.9,1
533.1,1
947.9,1
645.8,1
1349.0,1
610.2,1
471.4,1
758.2,1
301.0,1
867.1,1
931.4,1
522.9,1
359.4,1
1748.0,1
621.9,1
589.5,1
1304.0,1
562.0,1
496.7,1
591.0,1
675.2,1
684.5,1
559.5,1
2081.0,1
1359.0,1
317.0,1
394.5,1
1313.0,1
1009.0,1
745.3,1
529.9,1
663.5,1
694.4,1
579.7,1
672.4,1
1938.0,1
599.5,1
1657.0,1
390.4,1
515.9,1
297.1,1
1485.0,1
513.1,1
544.2,1
240.1,1
467.8,1
618.8,1
840.8,1
483.1,1
698.7,1
574.4,1
285.5,1
636.9,1
476.5,1
489.8,1
375.4,1
1696.0,1
551.3,1
2053.0,1
362.7,1
819.7,1
553.6,1
392.2,1
661.1,1
553.7,1
583.1,1
523.4,1
621.2,1
516.4,1
585.7,1
302.0,1
520.5,1
591.2,1
453.5,1
1050.0,1
3234.0,1
915.3,1
542.5,1
496.2,1
475.8,1
880.8,1
562.6,1
357.1,1
1540.0,1
1121.0,1
440.0,1
353.6,1
862.1,1
2906.0,1
384.0,1
1873.0,1
576.0,1
1362.0,1
544.3,1
492.7,1
436.1,1
634.3,1
1070.0,1
975.2,1
566.9,1
515.8,1
809.2,1
478.6,1
552.3,1
549.9,1
653.3,1
564.9,1
719.8,1
275.6,1
376.5,1
701.9,1
435.9,1
2642.0,1
326.6,1
674.7,1
1646.0,1
1493.0,1
967.0,1
475.7,1
862.0,1
844.4,1
760.2,1
473.8,1
909.4,1
928.2,1
411.1,1
515.3,1
328.1,1
300.2,1
2782.0,1
552.0,1
788.0,1
856.9,1
550.6,1
773.4,1
1645.0,1
407.5,1
1821.0,1
1124.0,1
1731.0,1
2027.0,1
1819.0,1
915.0,1
706.7,1
474.2,1
330.6,1
347.3,1
357.6,1
595.7,1
295.8,1
594.7,1
436.6,1
412.3,1
505.6,1
364.2,1
357.4,1
384.9,1
729.8,1
688.6,1
629.6,1
457.8,1
223.6,1
248.0,1
487.7,1
728.3,1
1809.0,1
1760.0,1
1600.0,1
607.3,1
349.9,1
632.9,1
527.8,1
705.6,1
633.5,1
523.7,1
1421.0,1
507.2,1
2022.0,1
829.5,1
513.9,1
1292.0,1
366.3,1
706.6,1
1284.0,1
476.4,1
688.9,1
749.1,1
750.0,1
626.9,1
869.3,1
777.5,1
1479.0,1
585.4,1
832.7,1
586.8,1
421.1,1
440.4,1
376.3,1
380.9,1
628.5,1
1648.0,1
633.7,1
4254.0,1
783.6,1
648.3,1
534.0,1
1426.0,1
622.9,1
1084.0,1
549.8,1
1740.0,1
831.0,1
580.6,1
854.3,1
686.5,1
660.2,1
939.7,1
467.6,1
718.9,1
828.5,1
605.8,1
433.1,1
558.9,1
906.6,1
567.6,1
385.2,1
528.1,1
380.2,1
689.1,1
687.6,1
495.1,1
734.6,1
517.8,1
1628.0,1
809.8,1
527.4,1
518.1,1
2360.0,1
544.1,1
521.7,1
827.2,1
361.2,1
547.8,1
185.2,1
906.5,1
512.5,1
366.1,1
495.2,1
1025.0,1
699.4,1
830.6,1
830.9,1
803.7,1
803.6,1
574.7,1
567.9,1
1298.0,1
2562.0,1
614.9,1
525.1,1
622.1,1
1610.0,1
605.5,1
1223.0,1
611.1,1
367.0,1
709.0,1
1681.0,1
374.4,1
591.7,1
509.6,1
441.2,1
643.8,1
503.0,1
1233.0,1
342.9,1
434.0,1
971.4,1
462.0,1
653.6,1
1590.0,1
922.8,1
1175.0,1
1156.0,1
545.2,1
1589.0,1
762.6,1
1538.0,1
848.7,1
632.1,1
745.5,1
2073.0,1
1549.0,1
510.5,1
1272.0,1
1095.0,1
270.0,1
583.0,1
812.4,1
1866.0,1
767.3,1
1813.0,1
888.7,1
1670.0,1
1227.0,1
1403.0,1
896.9,1
1461.0,1
2215.0,1
2615.0,1
980.9,1
314.9,1
630.5,1
711.2,1
2398.0,1
1315.0,1
1138.0,1
943.2,1
697.7,1
876.5,1
1332.0,1
1299.0,1
1150.0,1
711.4,1
739.3,1
897.0,1
1606.0,1
741.6,1
1575.0,1
567.7,1
1709.0,1
1344.0,1
1229.0,1
554.9,1
799.6,1
324.7,1
466.7,1
330.7,1
925.1,1
888.3,1
310.1,1
959.5,1
273.9,1
368.6,1
274.9,1
985.5,1
2145.0,1
506.2,1
1030.0,1
1321.0,1
527.2,1
656.7,1
516.5,1
582.6,1
759.4,1
242.2,1
1567.0,1
740.7,1
907.2,1
1651.0,1
514.0,1
787.9,1
740.4,1
545.9,1
809.7,1
766.9,1
616.7,1
1926.0,1
1972.0,1
1222.0,1
1933.0,1
508.9,1
2010.0,1
491.8,1
455.7,1
639.1,1
602.0,1
1417.0,1
472.9,1
543.4,1
683.4,1
1408.0,1
764.0,1
2944.0,1
715.5,1
335.9,1
1872.0,1
470.9,1
452.3,1
1189.0,1
624.0,1
808.2,1
395.4,1
873.2,1
1088.0,1
375.6,1
686.6,1
826.0,1
928.8,1
249.8,1
1226.0,1
459.3,1
437.6,1
577.0,1
546.1,1
564.1,1
595.6,1
1031.0,1
1956.0,1
533.7,1
1724.0,1
670.0,1
739.1,1
1236.0,1
1320.0,1
355.2,1
2384.0,1
457.5,1
684.6,1
410.4,1
597.5,1
661.5,1
424.8,1
3432.0,1
1436.0,1
988.6,1
1295.0,1
1218.0,1
1844.0,1
1035.0,1
706.2,1
2477.0,1
2009.0,1
403.7,1
3216.0,1
570.7,1
608.8,1
981.2,1
390.2,1
259.2,1
408.3,1
396.5,1
1102.0,1
993.6,1
549.1,1
793.7,1
1660.0,1
1260.0,1
414.0,1
782.1,1
2403.0,1
553.0,1
2232.0,1
1495.0,1
543.9,1
470.0,1
532.8,1
1032.0,1
1302.0,1
564.2,1
677.3,1
440.8,1
380.5,1
2089.0,1
467.2,1
973.1,1
1986.0,1
531.2,1
750.1,1
811.3,1
1021.0,1
2499.0,1
546.3,1
1656.0,1
932.7,1
639.3,1
331.6,1
989.5,1
677.9,1
1153.0,1
1239.0,1
437.0,1
638.4,1
1044.0,1
1688.0,1
1228.0,1
806.9,1
600.6,1
784.7,1
768.9,1
303.8,1
579.5,1
762.4,1
521.5,1
1410.0,1
268.6,1
smoothness_worst,count
0.1347,4
0.1275,4
0.1223,4
0.1401,4
0.1234,4
0.1415,4
0.1256,4
0.1312,4
0.1216,4
0.1426,3
0.1289,3
0.146,3
0.1491,3
0.1297,3
0.1368,3
0.1162,3
0.1249,3
0.1142,3
0.1419,3
0.1402,3
0.1316,3
0.1072,3
0.1218,3
0.1298,3
0.1199,3
0.1118,3
0.1166,3
0.1313,2
0.1559,2
0.1228,2
0.1436,2
0.1376,2
0.1342,2
0.1265,2
0.1431,2
0.1531,2
0.1526,2
0.1282,2
0.1358,2
0.1418,2
0.1341,2
0.1292,2
0.1385,2
0.1424,2
0.1076,2
0.1413,2
0.1467,2
0.1314,2
0.1287,2
0.1208,2
0.1427,2
0.1301,2
0.1428,2
0.1521,2
0.1172,2
0.1363,2
0.1327,2
0.1153,2
0.1343,2
0.155,2
0.1281,2
0.124,2
0.1213,2
0.1294,2
0.105,2
0.1384,2
0.1001,2
0.1483,2
0.1369,2
0.1143,2
0.1126,2
0.1278,2
0.1365,2
0.1222,2
0.1096,2
0.1533,2
0.1097,2
0.119,2
0.1552,2
0.1349,2
0.1243,2
0.1504,2
0.1026,2
0.1311,2
0.1406,2
0.1276,2
0.1227,2
0.1108,2
0.114,2
0.1515,2
0.1139,2
0.1536,2
0.1144,2
0.1264,2
0.1641,2
0.128,2
0.1389,2
0.1037,2
0.15,2
0.1624,2
0.1021,2
0.1338,2
0.1639,2
0.1411,2
0.1464,2
0.1207,2
0.139,2
0.1512,2
0.1482,2
0.1089,2
0.1478,2
0.1374,2
0.1073,2
0.161,2
0.1417,2
0.153,2
0.1503,2
0.1398,2
0.1446,2
0.1377,2
0.1548,2
0.1703,2
0.185,1
0.08484,1
0.1015,1
0.1333,1
0.1105,1
0.1425,1
0.09293,1
0.1768,1
0.138,1
0.1456,1
0.1192,1
0.08799,1
0.1596,1
0.1268,1
0.2184,1
0.1394,1
0.1095,1
0.1475,1
0.1562,1
0.1235,1
0.09958,1
0.1345,1
0.09267,1
0.1592,1
0.1547,1
0.1054,1
0.08409,1
0.1221,1
0.1434,1
0.1241,1
0.1407,1
0.08864,1
0.141,1
0.1104,1
0.1092,1
0.1194,1
0.1011,1
0.165,1
0.1016,1
0.1103,1
0.1013,1
0.1087,1
0.159,1
0.166,1
0.134,1
0.1102,1
0.1293,1
0.122,1
0.136,1
0.106,1
0.1233,1
0.1285,1
0.1461,1
0.1498,1
0.1449,1
0.1204,1
0.1288,1
0.1435,1
0.1492,1
0.1332,1
0.1246,1
0.1391,1
0.1528,1
0.1514,1
0.09457,1
0.1226,1
0.1263,1
0.09794,1
0.1009,1
0.111,1
0.1034,1
0.1195,1
0.1214,1
0.09861,1
0.1613,1
0.1665,1
0.1225,1
0.16,1
0.1309,1
0.1041,1
0.1326,1
0.09384,1
0.1352,1
0.1064,1
0.1393,1
0.1065,1
0.178,1
0.1357,1
0.1388,1
0.1351,1
0.1201,1
0.1017,1
0.1541,1
0.1175,1
0.09862,1
0.09439,1
0.1574,1
0.112,1
0.1048,1
0.09329,1
0.1354,1
0.1732,1
0.1873,1
0.1244,1
0.09534,1
0.09402,1
0.09422,1
0.1066,1
0.1432,1
0.1502,1
0.1681,1
0.1251,1
0.1206,1
0.1453,1
0.1412,1
0.1794,1
0.145,1
0.1068,1
0.103,1
0.1135,1
0.1303,1
0.1147,1
0.158,1
0.1662,1
0.1517,1
0.1902,1
0.1148,1
0.2006,1
0.1077,1
0.1086,1
0.09023,1
0.1622,1
0.1128,1
0.1277,1
0.1123,1
0.1584,1
0.1551,1
0.1339,1
0.1006,1
0.1257,1
0.1115,1
0.1304,1
0.1862,1
0.1306,1
0.1392,1
0.1573,1
0.1557,1
0.1451,1
0.1176,1
0.1585,1
0.1219,1
0.1688,1
0.1367,1
0.1696,1
0.1465,1
0.1395,1
0.1546,1
0.1386,1
0.1471,1
0.1157,1
0.1025,1
0.1855,1
0.1184,1
0.1878,1
0.1179,1
0.1724,1
0.13,1
0.08949,1
0.1699,1
0.1701,1
0.1193,1
0.1296,1
0.129,1
0.1131,1
0.1545,1
0.1805,1
0.1324,1
0.144,1
0.1789,1
0.1678,1
0.1651,1
0.1396,1
0.1648,1
0.1181,1
0.1853,1
0.1654,1
0.1442,1
0.1791,1
0.2098,1
0.1444,1
0.1525,1
0.1255,1
0.1637,1
0.1634,1
0.1851,1
0.09836,1
0.164,1
0.1733,1
0.1085,1
0.1494,1
0.1786,1
0.1679,1
0.1247,1
0.1909,1
0.1094,1
0.09387,1
0.09701,1
0.1563,1
0.1509,1
0.1271,1
0.0997,1
0.09545,1
0.1765,1
0.1335,1
0.1005,1
0.1558,1
0.1084,1
0.1134,1
0.1522,1
0.1883,1
0.1497,1
0.1272,1
0.1416,1
0.171,1
0.1183,1
0.1211,1
0.1499,1
0.1254,1
0.1101,1
0.08567,1
0.1315,1
0.09711,1
0.09616,1
0.1495,1
0.09445,1
0.1137,1
0.09312,1
0.117,1
0.09983,1
0.1028,1
0.1116,1
0.1359,1
0.1038,1
0.09926,1
0.1518,1
0.1036,1
0.1782,1
0.1185,1
0.1259,1
0.1238,1
0.1463,1
0.09368,1
0.1168,1
0.09388,1
0.1356,1
0.1323,1
0.1121,1
0.1414,1
0.1472,1
0.08125,1
0.1045,1
0.1081,1
0.1452,1
0.1438,1
0.1124,1
0.1171,1
0.08774,1
0.1217,1
0.163,1
0.07117,1
0.1785,1
0.1737,1
0.08822,1
0.1481,1
0.09994,1
0.09203,1
0.1777,1
0.1136,1
0.1408,1
0.1353,1
0.09527,1
0.1405,1
0.1178,1
0.1111,1
0.2226,1
0.1381,1
0.1429,1
0.1322,1
0.08996,1
compactness_worst,count
0.3416,3
0.1486,3
0.217,2
0.09866,2
0.2264,2
0.4061,2
0.1352,2
0.1788,2
0.1202,2
0.1049,2
0.1928,2
0.1109,2
0.3055,2
0.2698,2
0.448,2
0.1879,2
0.165,2
0.1517,2
0.3735,2
0.2031,2
0.1582,2
0.4706,2
0.1963,2
0.1822,2
0.1843,2
0.07348,2
0.2517,2
0.3583,2
0.1676,2
0.1361,2
0.1346,2
0.1751,2
0.1773,2
0.255,2
0.1808,2
0.171,2
0.292,2
0.3089,2
0.4665,1
0.3593,1
0.1628,1
0.3885,1
0.3619,1
0.3214,1
0.1737,1
0.284,1
0.1457,1
0.1982,1
0.2429,1
0.9379,1
0.2685,1
0.2096,1
0.3104,1
0.6656,1
0.1581,1
0.2431,1
0.1607,1
0.4002,1
0.1193,1
0.2187,1
0.3345,1
0.1887,1
0.1482,1
0.1622,1
0.1795,1
0.1936,1
0.1722,1
0.1644,1
0.06744,1
0.1958,1
0.2318,1
0.1575,1
0.5917,1
0.1726,1
0.1812,1
0.257,1
0.1231,1
0.5717,1
0.3913,1
0.2376,1
0.2414,1
0.2809,1
0.1233,1
0.131,1
0.2002,1
0.1679,1
0.0739,1
0.4492,1
0.2231,1
0.1537,1
0.236,1
0.04712,1
0.3748,1
0.2763,1
0.05332,1
0.04953,1
0.07767,1
0.1626,1
0.2208,1
0.07087,1
0.1087,1
0.05847,1
0.05836,1
0.05232,1
0.1789,1
0.1044,1
0.3391,1
0.2158,1
0.4116,1
0.08614,1
0.2167,1
0.07974,1
0.07506,1
0.1072,1
0.1472,1
0.1758,1
0.1212,1
0.2947,1
0.1839,1
0.2116,1
0.1667,1
0.04327,1
0.1248,1
0.1008,1
0.2658,1
0.1937,1
0.1256,1
0.2356,1
0.5937,1
0.5046,1
0.06476,1
0.1885,1
0.112,1
0.2009,1
0.1636,1
0.1115,1
0.3458,1
0.221,1
0.3371,1
0.2678,1
0.1402,1
0.4827,1
0.1975,1
0.2053,1
0.09052,1
0.09794,1
0.09669,1
0.3253,1
0.4478,1
0.1108,1
0.3463,1
0.3635,1
0.3167,1
0.1854,1
0.1632,1
0.1364,1
0.2074,1
0.3124,1
0.2235,1
0.2243,1
0.2566,1
0.07723,1
0.4188,1
0.2097,1
0.1979,1
0.2961,1
0.3309,1
0.2536,1
0.1574,1
0.2101,1
0.3856,1
0.1011,1
0.2793,1
0.4967,1
0.2315,1
0.3663,1
0.3441,1
0.3625,1
0.3966,1
0.2176,1
0.3597,1
0.2506,1
0.2964,1
0.1564,1
0.2534,1
0.1782,1
0.8681,1
0.3094,1
0.1922,1
0.2113,1
0.4186,1
0.7917,1
0.05494,1
0.3171,1
0.07158,1
0.12,1
0.162,1
0.08298,1
0.1064,1
0.1633,1
0.251,1
0.09546,1
0.2246,1
0.08842,1
0.2037,1
0.1381,1
0.1376,1
0.4202,1
0.2118,1
0.3064,1
0.0834,1
0.3251,1
0.2733,1
0.3135,1
0.3842,1
0.1388,1
0.1646,1
0.1017,1
0.1478,1
0.1856,1
0.1845,1
0.3399,1
0.3101,1
0.2649,1
0.1881,1
0.3762,1
0.2666,1
0.06542,1
0.1071,1
0.4122,1
0.4082,1
0.1141,1
0.1063,1
0.1252,1
0.1652,1
0.3568,1
0.155,1
0.303,1
0.2942,1
0.2629,1
0.709,1
0.09605,1
0.06219,1
0.1696,1
0.2996,1
0.07094,1
0.1421,1
0.1093,1
0.06477,1
0.3429,1
0.2327,1
0.09976,1
0.1804,1
0.1477,1
0.3725,1
0.207,1
0.2979,1
0.2499,1
0.1415,1
0.2279,1
0.4462,1
0.201,1
0.2006,1
0.261,1
0.2444,1
0.3898,1
0.05213,1
0.2791,1
0.09726,1
0.1542,1
0.2878,1
0.4785,1
0.1255,1
0.3549,1
0.5646,1
0.1965,1
0.146,1
0.4256,1
0.2068,1
0.0937,1
0.2472,1
0.1976,1
0.08862,1
0.1943,1
0.3026,1
0.1851,1
0.09473,1
0.09358,1
0.3539,1
0.4203,1
0.1238,1
0.1997,1
0.1766,1
0.2463,1
0.3206,1
0.2089,1
0.1223,1
0.2003,1
0.2817,1
0.6076,1
0.4791,1
0.2141,1
0.6164,1
0.5634,1
0.1379,1
0.2045,1
0.3542,1
0.7394,1
0.2436,1
0.2336,1
0.2302,1
0.4099,1
0.266,1
0.6997,1
0.1792,1
0.2236,1
0.07204,1
0.2164,1
0.1648,1
0.1028,1
0.1523,1
0.2275,1
0.1949,1
0.2394,1
0.2585,1
0.3861,1
0.2883,1
0.2884,1
0.135,1
0.2531,1
0.4244,1
0.2291,1
0.239,1
0.4925,1
0.2399,1
0.2364,1
0.2049,1
0.4193,1
0.225,1
0.1765,1
0.2196,1
0.07061,1
0.4365,1
0.09148,1
0.5775,1
0.2812,1
0.611,1
0.2117,1
0.6643,1
0.3949,1
0.3578,1
0.26,1
0.5954,1
0.1148,1
0.2776,1
0.315,1
0.4233,1
0.1871,1
0.6577,1
0.7725,1
0.1924,1
0.3903,1
0.5609,1
0.1551,1
1.058,1
0.5401,1
0.3682,1
0.2576,1
0.5249,1
0.205,1
0.8663,1
0.4245,1
0.4257,1
0.3559,1
0.1664,1
0.659,1
0.1678,1
0.6247,1
0.1698,1
0.1239,1
0.06191,1
0.429,1
0.3511,1
0.0872,1
0.2057,1
0.2297,1
0.08906,1
0.08615,1
0.1711,1
0.2156,1
0.4166,1
0.1357,1
0.509,1
0.3904,1
0.3724,1
0.7444,1
0.2043,1
0.4225,1
0.05131,1
0.04619,1
0.4238,1
0.3835,1
0.5804,1
0.2548,1
0.4092,1
0.09708,1
0.1513,1
0.3172,1
0.1398,1
0.5849,1
0.1508,1
0.1026,1
0.2968,1
0.1442,1
0.4848,1
0.07776,1
0.1291,1
0.2426,1
0.2311,1
0.4126,1
0.09515,1
0.2521,1
0.2761,1
0.06885,1
0.1432,1
0.3934,1
0.5343,1
0.3454,1
0.3627,1
0.1153,1
0.1525,1
0.1311,1
0.144,1
0.2474,1
0.4097,1
0.5955,1
0.2405,1
0.3161,1
0.3262,1
0.1147,1
0.2813,1
0.06624,1
0.2317,1
0.3749,1
0.085,1
0.3841,1
0.1724,1
0.07622,1
0.116,1
0.08368,1
0.1806,1
0.1866,1
0.4725,1
0.1507,1
0.05036,1
0.173,1
0.2515,1
0.2644,1
0.2567,1
0.1807,1
0.2867,1
0.2945,1
0.5564,1
0.5172,1
0.4503,1
0.5329,1
0.3235,1
0.1397,1
0.3046,1
0.4034,1
0.03432,1
0.4667,1
0.295,1
0.07057,1
0.06791,1
0.0824,1
0.1546,1
0.1266,1
0.1637,1
0.383,1
0.2119,1
0.1257,1
0.09995,1
0.2338,1
0.3846,1
0.2016,1
0.1892,1
0.08294,1
0.1232,1
0.3498,1
0.2256,1
0.08971,1
0.2772,1
0.431,1
0.1105,1
0.1824,1
0.2735,1
0.05445,1
0.7584,1
0.437,1
0.3547,1
0.4059,1
0.1793,1
0.1516,1
0.188,1
0.2186,1
0.4402,1
0.1247,1
0.3331,1
0.2378,1
0.5209,1
0.4167,1
0.342,1
0.2042,1
0.4056,1
0.5601,1
0.3122,1
0.1506,1
0.4648,1
0.02729,1
0.08978,1
0.9327,1
0.1,1
0.104,1
0.2445,1
0.1019,1
0.3299,1
0.161,1
0.06444,1
concavity_worst,count
0.0,13
0.4504,3
0.1377,3
0.1804,2
0.1811,2
0.1791,2
0.363,2
0.2644,2
0.1423,2
0.3853,2
0.256,2
0.2866,2
0.4024,2
0.2298,2
0.3965,2
0.3344,2
0.1564,2
0.3703,1
0.07934,1
0.1144,1
0.3206,1
0.003581,1
0.2912,1
0.1553,1
0.2247,1
0.8402,1
0.1212,1
0.2569,1
0.603,1
0.2702,1
0.2114,1
0.1255,1
0.1346,1
0.4159,1
0.1362,1
0.1663,1
0.1364,1
0.4756,1
0.2861,1
0.2413,1
0.7087,1
0.7119,1
0.2675,1
0.3076,1
0.4211,1
0.06141,1
0.1164,1
0.1547,1
0.3114,1
0.1868,1
0.1067,1
0.3301,1
0.1838,1
0.231,1
0.1412,1
0.04921,1
0.181,1
0.1604,1
0.1514,1
0.9034,1
0.1449,1
0.2079,1
0.1901,1
0.3438,1
0.0846,1
0.1603,1
0.7053,1
0.5553,1
0.08615,1
0.3829,1
0.3021,1
0.1091,1
0.05285,1
0.09441,1
0.4029,1
0.2573,1
0.4932,1
0.4609,1
0.04116,1
0.01938,1
0.08324,1
0.1769,1
0.04746,1
0.07915,1
0.01824,1
0.01379,1
0.01472,1
0.0112,1
0.07239,1
0.1226,1
0.08423,1
0.1904,1
0.1898,1
0.6121,1
0.04158,1
0.1565,1
0.0612,1
0.02884,1
0.03732,1
0.05233,1
0.1316,1
0.2241,1
0.222,1
0.07529,1
0.1546,1
0.1186,1
0.2365,1
0.02237,1
0.2606,1
0.2388,1
0.3755,1
0.1201,1
0.03582,1
0.6451,1
0.6872,1
0.03046,1
0.03122,1
0.09823,1
0.2151,1
0.04506,1
0.07162,1
